Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Tarlac,Concepcion,2024-05-27,22.8,32.7,69.9,0.0,21.7,230.0,Seedling,0,0.01,0.05
III,Tarlac,Concepcion,2024-05-28,22.6,32.0,68.4,0.0,21.0,227.1,Seedling,0,0.08,0.15
III,Tarlac,Concepcion,2024-05-29,22.3,31.8,71.8,8.0,21.4,231.2,Seedling,0,0.14,0.0
III,Tarlac,Concepcion,2024-05-30,21.8,32.9,68.7,0.0,21.1,232.2,Seedling,0,0.0,0.11
III,Tarlac,Concepcion,2024-05-31,21.8,32.1,72.4,18.2,21.4,194.7,Seedling,0,0.05,0.0
III,Tarlac,Concepcion,2024-06-01,22.0,33.4,68.3,0.0,21.4,232.4,Seedling,0,0.066,0.03
III,Tarlac,Concepcion,2024-06-02,20.5,33.6,74.2,8.0,21.9,223.8,Seedling,0,0.082,0.18
III,Tarlac,Concepcion,2024-06-03,21.1,34.9,72.3,0.7,22.5,222.5,Seedling,0,0.098,0.06
III,Tarlac,Concepcion,2024-06-04,21.6,34.2,75.1,0.0,22.9,221.3,Seedling,0,0.114,0.13
III,Tarlac,Concepcion,2024-06-05,20.9,34.6,71.6,0.0,22.1,231.9,Seedling,0,0.13,0.06
III,Tarlac,Concepcion,2024-06-06,21.9,35.5,69.0,0.0,22.5,234.9,Seedling,0,0.14,0.05
III,Tarlac,Concepcion,2024-06-07,22.1,35.7,69.3,0.0,22.8,219.8,Seedling,1,0.03,0.11
III,Tarlac,Concepcion,2024-06-08,22.5,34.6,73.2,6.5,23.2,214.7,Seedling,0,0.0,0.13
III,Tarlac,Concepcion,2024-06-09,22.8,33.9,65.5,0.0,21.5,220.8,Seedling,0,0.0,0.1
III,Tarlac,Concepcion,2024-06-10,22.9,34.4,68.1,0.6,22.3,221.2,Seedling,0,0.14,0.0
III,Tarlac,Concepcion,2024-06-11,22.9,34.9,70.5,0.0,23.0,223.0,Seedling,3,3.41,0.09
III,Tarlac,Concepcion,2024-06-12,22.1,35.3,75.8,2.4,23.9,215.1,Seedling,3,3.79,0.02
III,Tarlac,Concepcion,2024-06-13,22.3,34.3,76.1,9.3,23.5,224.4,Seedling,10,3.15,0.05
III,Tarlac,Concepcion,2024-06-14,23.1,35.6,78.8,8.3,25.1,213.8,Seedling,3,3.87,0.18
III,Tarlac,Concepcion,2024-06-15,24.6,33.8,75.7,0.0,24.3,223.8,Seedling,5,3.81,0.1
III,Tarlac,Concepcion,2024-06-16,23.8,34.5,78.0,1.8,24.8,216.7,Seedling,10,3.89,0.05
III,Tarlac,Concepcion,2024-06-17,22.7,33.7,71.1,0.0,22.4,222.0,Seedling,7,2.75,0.05
III,Tarlac,Concepcion,2024-06-18,22.7,34.7,73.6,12.1,23.4,220.3,Seedling,6,3.66,0.17
III,Tarlac,Concepcion,2024-06-19,23.8,35.7,69.8,0.0,23.7,223.6,Seedling,7,4.26,0.03
III,Tarlac,Concepcion,2024-06-20,24.0,34.7,70.4,0.0,23.4,222.7,Seedling,4,4.0,0.0
III,Tarlac,Concepcion,2024-06-21,24.6,33.2,75.3,8.9,24.0,209.5,Seedling,8,4.13,0.18
III,Tarlac,Concepcion,2024-06-22,23.9,33.5,73.1,0.0,23.3,205.2,Seedling,6,2.57,0.09
III,Tarlac,Concepcion,2024-06-23,23.7,34.7,72.8,0.0,23.8,216.0,Seedling,11,1.51,0.11
III,Tarlac,Concepcion,2024-06-24,23.4,35.0,74.13333333333333,0.0,24.1,207.3,Seedling,8,2.76,0.15
III,Tarlac,Concepcion,2024-06-25,24.1,34.63333333333333,75.46666666666667,9.2,24.7,212.1,Seedling,15,1.5,0.22
III,Tarlac,Concepcion,2024-06-26,22.8,34.266666666666666,76.8,0.0,22.7,217.6,Tillering,20,1.12,0.21
III,Tarlac,Concepcion,2024-06-27,23.1,33.9,76.4,0.0,22.9,226.2,Tillering,34,1.74,0.1
III,Tarlac,Concepcion,2024-06-28,23.116666666666667,33.53333333333333,75.4,0.0,22.5,215.8,Tillering,30,0.37,0.05
III,Tarlac,Concepcion,2024-06-29,23.133333333333333,33.166666666666664,80.0,1.7,23.8,215.9,Tillering,18,0.0,0.07
III,Tarlac,Concepcion,2024-06-30,23.15,32.8,72.5,0.0,22.8,223.0,Tillering,29,0.71,0.05
III,Tarlac,Concepcion,2024-07-01,23.166666666666668,34.0,76.5,14.6,23.4,200.5,Tillering,19,0.75,0.05
III,Tarlac,Concepcion,2024-07-02,23.183333333333334,35.0,70.5,0.0,22.6,219.0,Tillering,15,0.0,0.0
III,Tarlac,Concepcion,2024-07-03,23.2,34.1,72.1,0.0,23.1,223.7,Tillering,27,0.22,0.1
III,Tarlac,Concepcion,2024-07-04,23.9,34.5,76.9,3.5,24.6,221.3,Tillering,28,0.0,0.0
III,Tarlac,Concepcion,2024-07-05,23.0,31.7,77.5,60.2,22.8,178.5,Tillering,29,0.0,0.08
III,Tarlac,Concepcion,2024-07-06,25.2,33.5,70.2,0.0,23.4,225.6,Tillering,25,0.49,0.1
III,Tarlac,Concepcion,2024-07-07,25.0,35.0,71.5,0.0,24.3,229.4,Tillering,27,0.22,0.07
III,Tarlac,Concepcion,2024-07-08,24.7,34.3,75.8,12.6,24.7,193.5,Tillering,28,0.58,0.11
III,Tarlac,Concepcion,2024-07-09,23.9,32.8,76.6,5.0,23.7,218.4,Tillering,18,0.0,0.0
III,Tarlac,Concepcion,2024-07-10,23.3,34.0,75.4,0.0,23.7,229.4,Tillering,16,0.0,0.0
III,Tarlac,Concepcion,2024-07-11,23.8,32.6,78.9,0.0,24.0,227.1,Tillering,20,0.0,0.12
III,Tarlac,Concepcion,2024-07-12,22.8,33.5,82.6,0.0,24.7,216.9,Tillering,22,0.0,0.1
III,Tarlac,Concepcion,2024-07-13,23.1,32.9,83.3,0.0,24.7,196.6,Tillering,19,0.27,0.0
III,Tarlac,Concepcion,2024-07-14,23.0,35.2,76.7,0.0,24.4,223.7,Tillering,32,0.76,0.14
III,Tarlac,Concepcion,2024-07-15,23.3,34.2,79.2,0.0,24.6,219.79999999999998,Tillering,20,0.72,0.18
III,Tarlac,Concepcion,2024-07-16,23.9,35.4,80.8,0.0,25.8,215.89999999999998,Tillering,29,0.43,0.11
III,Tarlac,Concepcion,2024-07-17,23.3,34.4,77.6,0.0,24.4,212.0,Tillering,48,1.32,0.1
III,Tarlac,Concepcion,2024-07-18,23.7,35.8,75.4,0.0,24.8,208.1,Tillering,32,0.7,0.16
III,Tarlac,Concepcion,2024-07-19,21.4,34.5,80.9,23.7,24.1,204.2,Tillering,28,1.09,0.0
III,Tarlac,Concepcion,2024-07-20,22.1,33.0,83.5,27.4,24.2,187.9,Tillering,50,1.41,0.01
III,Tarlac,Concepcion,2024-07-21,23.2,34.6,76.1,0.0,24.1,223.5,Elongation,38,2.04,0.0
III,Tarlac,Concepcion,2024-07-22,22.9,34.6,79.7,7.5,24.7,205.3,Elongation,38,1.7,0.08
III,Tarlac,Concepcion,2024-07-23,22.4,36.4,80.0,1.1,25.4,210.7,Elongation,24,2.61,0.0
III,Tarlac,Concepcion,2024-07-24,21.5,32.8,78.4,34.8,22.8,180.1,Elongation,41,1.74,0.0
III,Tarlac,Concepcion,2024-07-25,22.7,32.4,74.1,0.0,22.4,214.2,Elongation,44,2.31,0.05
III,Tarlac,Concepcion,2024-07-26,22.7,33.9,74.8,0.0,23.3,216.4,Elongation,29,2.34,0.07
III,Tarlac,Concepcion,2024-07-27,22.6,34.2,76.6,3.0,23.7,217.3,Elongation,23,2.65,0.06
III,Tarlac,Concepcion,2024-07-28,23.0,33.2,80.5,20.2,24.2,200.1,Elongation,24,1.39,0.15
III,Tarlac,Concepcion,2024-07-29,23.7,35.3,76.9,0.0,24.9,208.6,Elongation,20,2.26,0.07
III,Tarlac,Concepcion,2024-07-30,24.3,35.3,78.8,0.0,25.6,217.1,Elongation,27,2.45,0.0
III,Tarlac,Concepcion,2024-07-31,24.3,33.2,77.9,5.2,24.3,217.9,Elongation,18,1.76,0.18
III,Tarlac,Concepcion,2024-08-01,23.9,33.1,70.8,0.8,22.7,211.7,Elongation,15,0.0,0.04
III,Tarlac,Concepcion,2024-08-02,22.3,34.1,72.64,0.0,22.5,209.3,Elongation,7,0.31,0.0
III,Tarlac,Concepcion,2024-08-03,23.0,32.9,74.48,1.9,23.5,213.3,Elongation,6,0.19,0.17
III,Tarlac,Concepcion,2024-08-04,22.7,32.6,76.32,26.7,23.6,184.5,Elongation,6,0.09,0.15
III,Tarlac,Concepcion,2024-08-05,22.7,34.0,78.16,40.5,24.8,178.4,Elongation,7,0.06,0.0
III,Tarlac,Concepcion,2024-08-06,21.9,34.2,80.0,26.9,24.0,203.5,Elongation,3,0.9,0.05
III,Tarlac,Concepcion,2024-08-07,22.2,34.1,77.0,0.0,23.5,209.45,Elongation,7,0.94,0.06
III,Tarlac,Concepcion,2024-08-08,22.9,32.7,79.4,22.3,23.7,215.4,Elongation,5,0.91,0.0
III,Tarlac,Concepcion,2024-08-09,24.3,32.5,72.3,0.0,22.9,221.35000000000002,Panicle,3,0.05,0.22
III,Tarlac,Concepcion,2024-08-10,23.7,30.7,77.0,8.9,22.6,227.3,Panicle,5,0.02,2.3
III,Tarlac,Concepcion,2024-08-11,24.4,30.8,72.3,0.0,22.1,225.9,Panicle,0,0.01,0.74
III,Tarlac,Concepcion,2024-08-12,24.7,31.8,70.1,0.7,22.3,214.9,Panicle,0,0.09,0.91
III,Tarlac,Concepcion,2024-08-13,24.1,32.6,78.1,11.1,24.0,214.1,Panicle,2,0.11,0.91
III,Tarlac,Concepcion,2024-08-14,23.3,33.0,75.3,27.9,23.2,180.2,Panicle,1,0.01,0.43
III,Tarlac,Concepcion,2024-08-15,24.5,34.0,72.7,0.0,23.8,223.8,Panicle,1,0.05,0.0
III,Tarlac,Concepcion,2024-08-16,24.3,33.7,73.4,0.0,23.7,208.5,Panicle,0,0.1,0.37
III,Tarlac,Concepcion,2024-08-17,23.0,34.4,69.3,0.0,22.6,214.2,Panicle,1,0.07,0.74
III,Tarlac,Concepcion,2024-08-18,23.5,34.1,74.6,0.0,23.7,211.7,Panicle,2,0.15,0.73
III,Tarlac,Concepcion,2024-08-19,22.5,33.1,73.4,0.0,22.5,221.5,Panicle,1,0.09,1.23
III,Tarlac,Concepcion,2024-08-20,23.1,34.1,79.8,21.1,24.6,205.8,Panicle,1,0.01,1.77
III,Tarlac,Concepcion,2024-08-21,23.2,34.4,79.7,11.5,24.7,221.2,Panicle,0,0.07,1.05
III,Tarlac,Concepcion,2024-08-22,23.8,34.8,72.5,0.0,23.8,214.0,Panicle,1,0.08,1.42
III,Tarlac,Concepcion,2024-08-23,23.6,34.4,78.0,3.0,24.6,205.0,Flowering,1,0.21,0.05
III,Tarlac,Concepcion,2024-08-24,23.6,36.2,72.9,0.0,24.5,221.2,Flowering,1,0.19,1.45
III,Tarlac,Concepcion,2024-08-25,22.2,33.8,82.2,28.1,24.4,215.64999999999998,Flowering,0,0.0,1.75
III,Tarlac,Concepcion,2024-08-26,22.5,35.1,79.4,0.0,24.7,210.1,Flowering,0,0.01,2.08
III,Tarlac,Concepcion,2024-08-27,23.1,35.8,84.3,3.8,26.3,204.55,Flowering,0,0.09,3.05
III,Tarlac,Concepcion,2024-08-28,23.2,34.7,81.4,14.1,25.2,199.0,Flowering,2,0.22,3.8
III,Tarlac,Concepcion,2024-08-29,23.9,34.1,74.2,0.0,23.8,209.7,Flowering,0,0.22,3.94
III,Tarlac,Concepcion,2024-08-30,22.3,35.5,77.4,3.9,24.4,219.5,Flowering,3,0.05,4.5
III,Tarlac,Concepcion,2024-08-31,23.1,35.9,72.3,0.0,24.0,217.1,Flowering,2,0.17,3.53
III,Tarlac,Concepcion,2024-09-01,24.1,35.8,73.8,0.0,24.7,220.9,Flowering,2,0.05,4.62
III,Tarlac,Concepcion,2024-09-02,23.6,32.8,79.5,18.9,24.1,201.3,Flowering,6,0.05,3.89
III,Tarlac,Concepcion,2024-09-03,23.4,32.4,81.1,8.4,24.1,198.7,Flowering,5,0.25,3.62
III,Tarlac,Concepcion,2024-09-04,23.1,33.4,81.6,0.0,24.6,215.4,Flowering,3,0.06,3.37
III,Tarlac,Concepcion,2024-09-05,23.1,33.1,85.3,3.5,25.2,205.9,Flowering,6,0.03,3.12
III,Tarlac,Concepcion,2024-09-06,22.6,35.0,78.1,0.0,24.4,234.6,Flowering,8,0.0,2.87
III,Tarlac,Concepcion,2024-09-07,22.6,35.4,76.2,0.0,24.2,210.3,Ripening,1,0.0,2.62
III,Tarlac,Concepcion,2024-09-08,22.0,32.8,81.0,38.0,23.6,189.4,Ripening,5,0.12,2.37
III,Tarlac,Concepcion,2024-09-09,22.3,33.8,84.0,11.5,24.8,201.5,Ripening,6,0.0,2.12
III,Tarlac,Concepcion,2024-09-10,22.8,34.8,82.22,1.4,25.5,209.3,Ripening,5,0.09,1.6
III,Tarlac,Concepcion,2024-09-11,21.1,32.2,80.44,72.5,22.5,165.1,Ripening,5,0.0,1.45
III,Tarlac,Concepcion,2024-09-12,22.4,34.2,78.66,0.0,23.3,221.7,Ripening,5,0.12,0.61
III,Tarlac,Concepcion,2024-09-13,22.8,37.1,76.88,0.0,24.9,219.3,Ripening,4,0.22,1.66
III,Tarlac,Concepcion,2024-09-14,22.3,36.7,75.1,0.0,24.5,210.7,Ripening,4,0.11,2.94
III,Tarlac,Concepcion,2024-09-15,23.0,35.9,80.4,4.7,25.5,216.4,Ripening,4,0.09,1.6
III,Tarlac,Concepcion,2024-09-16,22.2,36.4,78.9,6.6,25.1,214.3,Ripening,4,0.15,2.47
III,Tarlac,Concepcion,2024-09-17,22.4,37.0,78.2,0.0,25.3,223.1,Ripening,6,0.16,4.89
III,Tarlac,Concepcion,2024-09-18,22.9,35.6,81.6,15.6,25.6,200.1,Ripening,3,0.18,4.76
III,Tarlac,Concepcion,2024-09-19,22.8,34.8,83.6,2.8,25.5,206.4,Ripening,5,0.14,4.57
III,Tarlac,Concepcion,2024-09-20,23.2,32.4,81.2,144.4,24.0,164.3,Ripening,7,0.22,4.03
III,Tarlac,Concepcion,2024-09-21,23.1,34.5,81.0,10.8,25.0,202.4,Ripening,8,0.11,4.17
III,Tarlac,Concepcion,2024-09-22,23.0,34.4,76.0,0.0,23.9,213.6,Ripening,5,0.0,5.18
III,Tarlac,Concepcion,2024-09-23,23.4,33.1,77.3,0.0,23.7,214.4,Ripening,5,0.07,4.64
III,Tarlac,Concepcion,2024-09-24,23.1,31.8,84.9,6.8,24.4,205.0,Ripening,4,0.09,3.18
III,Tarlac,Concepcion,2024-09-25,22.6,33.9,86.8,6.2,25.6,216.3,Ripening,3,0.1,3.1233333333333335
III,Tarlac,Concepcion,2024-09-26,23.1,33.6,77.8,6.233333333333333,23.9,211.8,Ripening,5,0.0,3.0666666666666664
III,Tarlac,Concepcion,2024-09-27,23.4,34.0,75.8,6.266666666666667,23.9,204.8,Ripening,10,0.06,3.01
III,Tarlac,Concepcion,2024-09-28,23.2,33.5,78.5,6.3,24.0,214.1,Ripening,10,0.15,2.65
III,Tarlac,Concepcion,2024-09-29,22.5,32.0,74.9,48.0,22.2,168.6,Ripening,3,0.07,1.5
III,Tarlac,Concepcion,2024-09-30,23.9,33.0,78.4,20.7,24.1,197.5,Ripening,4,0.06,0.0
III,Tarlac,Concepcion,2024-10-01,23.4,34.1,77.9,6.7,24.3,221.4,Ripening,0,0.13,0.08
III,Tarlac,Concepcion,2024-10-02,25.0,34.2,74.0,0.0,24.4,224.7,Ripening,0,0.0,0.05
III,Tarlac,Concepcion,2024-10-03,24.8,32.0,76.6,1.4,23.7,222.0,Ripening,0,0.15,0.06
III,Tarlac,Concepcion,2024-10-04,24.7,32.5,77.9,18.1,24.2,199.8,Ripening,0,0.0,0.15
III,Tarlac,Concepcion,2024-10-05,24.4,33.7,76.4,0.0,24.3,220.1,Ripening,1,0.09,0.06
III,Tarlac,Concepcion,2024-10-06,23.5,32.8,78.3,3.2,23.8,215.0,Ripening,0,0.17,0.2
III,Tarlac,Concepcion,2024-10-07,22.8,31.2,75.9,0.0,22.2,212.5,Ripening,0,0.16,0.01
III,Tarlac,Concepcion,2024-10-08,24.0,32.9,78.9,10.9,24.2,211.4,Ripening,0,0.05,0.08
III,Tarlac,Concepcion,2024-10-09,24.0,35.2,78.55000000000001,2.5,25.2,212.1,Ripening,0,0.15,0.13
III,Tarlac,Concepcion,2024-10-10,23.8,33.8,78.2,0.0,23.6,218.8,Ripening,0,0.16,0.02
III,Tarlac,Concepcion,2024-10-11,24.1,34.9,77.85,5.8,25.5,210.5,Ripening,0,0.05,0.04
III,Tarlac,Concepcion,2024-10-12,24.6,35.2,77.5,0.0,25.0,208.4,Ripening,0,0.08,0.17
III,Tarlac,Concepcion,2024-10-13,24.3,32.1,77.15,18.1,23.7,198.0,Ripening,0,0.07,0.12
III,Tarlac,Concepcion,2024-10-14,24.0,31.4,76.8,5.4,22.7,204.7,Ripening,0,0.08,0.2
III,Tarlac,Concepcion,2024-10-15,23.7,31.0,76.7,22.9,22.6,191.0,Ripening,0,0.06,0.0
III,Tarlac,Concepcion,2024-10-16,23.4,32.9,75.4,10.0,23.2,210.9,Ripening,0,0.09,0.15
III,Tarlac,Concepcion,2024-10-17,22.5,33.7,75.7,0.0,23.2,231.8,Ripening,0,0.02,0.01
III,Tarlac,Concepcion,2024-10-18,21.8,33.6,77.4,10.2,23.2,204.5,Ripening,0,0.11,0.0
III,Tarlac,Concepcion,2024-10-19,22.3,34.4,77.2,0.0,23.8,215.8,Ripening,0,0.18,0.07
III,Tarlac,Concepcion,2024-10-20,21.8,35.3,80.2,0.0,24.6,232.5,Ripening,0,0.18,0.13
III,Tarlac,Concepcion,2024-10-21,23.6,36.3,83.6,10.0,26.7,211.7,Ripening,0,0.14,0.0
III,Tarlac,Concepcion,2024-10-22,23.2,34.9,81.3,15.4,25.3,196.6,Ripening,0,0.07,0.18
III,Tarlac,Concepcion,2024-10-23,23.0,38.6,76.1,0.0,26.0,218.3,Ripening,1,0.05,0.12
III,Tarlac,Concepcion,2024-10-24,23.5,35.8,78.2,0.0,25.3,222.6,Ripening,1,0.0,0.0
III,Tarlac,Concepcion,2024-10-25,22.5,35.9,80.8,7.8,25.4,219.0,Ripening,0,0.24,0.0
III,Tarlac,Concepcion,2024-10-26,21.1,35.3,78.8,10.4,24.0,227.6,Ripening,1,0.03,0.0
III,Tarlac,Concepcion,2024-10-27,21.6,35.0,74.9,0.0,23.3,215.8,Ripening,0,0.17,0.14
III,Tarlac,Concepcion,2024-10-28,21.9,34.9,76.7,4.4,23.7,231.6,Ripening,0,0.2,0.18
III,Tarlac,Concepcion,2024-10-29,23.2,32.4,81.4,4.9,24.1,217.5,Ripening,0,0.08,0.11
III,Tarlac,Concepcion,2024-10-30,23.4,33.0,78.5,0.0,23.9,227.0,Ripening,0,0.07,0.2
III,Tarlac,Concepcion,2024-10-31,23.0,33.3,81.2,0.0,24.4,234.2,Ripening,1,0.16,0.03
III,Tarlac,Concepcion,2024-11-01,23.0,33.4,75.0,0.0,23.2,220.3,Ripening,0,0.07,0.26
III,Tarlac,Concepcion,2024-11-02,23.2,34.4,72.8,0.0,23.4,212.6,Ripening,0,0.06,0.04
III,Tarlac,Concepcion,2024-11-03,23.7,34.6,70.8,0.0,23.3,221.0,Ripening,0,0.14,0.0
III,Tarlac,Concepcion,2024-11-04,24.2,34.1,77.2,7.7,24.6,211.2,Ripening,0,0.05,0.02
III,Tarlac,Concepcion,2024-11-05,25.5,34.2,72.6,0.0,24.4,228.3,Seedling,0,0.07,0.04
III,Tarlac,Concepcion,2024-11-06,24.6,33.4,77.4,2.6,24.5,233.5,Seedling,0,0.0,0.14
III,Tarlac,Concepcion,2024-11-07,24.9,33.8,76.75,0.0,24.1,218.6,Seedling,0,0.15,0.0
III,Tarlac,Concepcion,2024-11-08,23.6,32.7,76.1,0.0,23.4,234.4,Seedling,0,0.0,0.12
III,Tarlac,Concepcion,2024-11-09,22.5,32.7,72.6,0.0,22.1,223.3,Seedling,0,0.18,0.06
III,Tarlac,Concepcion,2024-11-10,23.3,32.9,76.7,0.0,23.4,220.7,Seedling,0,0.0,0.08
III,Tarlac,Concepcion,2024-11-11,22.4,32.2,76.4,0.0,22.6,235.2,Seedling,0,0.05,0.2
III,Tarlac,Concepcion,2024-11-12,22.2,33.4,76.7,0.0,23.1,218.1,Seedling,0,0.13,0.0
III,Tarlac,Concepcion,2024-11-13,21.8,32.0,77.5,14.9,22.4,210.8,Seedling,0,0.15,0.04
III,Tarlac,Concepcion,2024-11-14,22.7,33.7,73.0,0.0,22.8,211.6,Seedling,0,0.08,0.05
III,Tarlac,Concepcion,2024-11-15,23.1,31.1,75.5,0.0,22.2,225.8,Seedling,0,0.05,0.18
III,Tarlac,Concepcion,2024-11-16,22.5,30.8,75.2,2.7,21.7,225.5,Seedling,0,0.1,0.02
III,Tarlac,Concepcion,2024-11-17,21.7,30.6,71.4,0.0,20.4,218.1,Seedling,0,0.13,0.03
III,Tarlac,Concepcion,2024-11-18,22.0,31.2,71.0,0.0,20.8,224.8,Seedling,0,0.07,0.13
III,Tarlac,Concepcion,2024-11-19,22.1,33.3,69.4,0.0,21.6,216.3,Seedling,0,0.0,0.01
III,Tarlac,Concepcion,2024-11-20,22.2,34.6,68.7,0.0,22.1,221.3,Seedling,0,0.03,0.0
III,Tarlac,Concepcion,2024-11-21,21.2,34.1,67.9,0.0,21.2,219.2,Seedling,0,0.02,0.08
III,Tarlac,Concepcion,2024-11-22,22.8,33.5,68.0,0.0,21.8,226.4,Seedling,0,0.15,0.15
III,Tarlac,Concepcion,2024-11-23,22.6,33.5,69.2,0.0,21.9,213.6,Seedling,0,0.0,0.11
III,Tarlac,Concepcion,2024-11-24,23.1,34.3,68.2,0.0,22.3,223.2,Seedling,0,0.08,0.09333333333333334
III,Tarlac,Concepcion,2024-11-25,23.5,33.8,76.1,3.0,23.9,223.5,Seedling,0,0.0,0.07666666666666666
III,Tarlac,Concepcion,2024-11-26,24.1,34.8,73.1,0.0,24.1,211.4,Seedling,0,0.24,0.06
III,Tarlac,Concepcion,2024-11-27,23.9,32.6,72.0,0.0,22.6,236.1,Seedling,0,0.0,0.1
III,Tarlac,Concepcion,2024-11-28,23.2,34.3,70.0,0.0,22.8,223.7,Seedling,0,0.17,0.22
III,Tarlac,Concepcion,2024-11-29,23.1,34.7,69.5,0.0,22.8,233.4,Seedling,0,0.03,0.03
III,Tarlac,Concepcion,2024-11-30,23.0,33.8,77.6,12.9,23.9,197.6,Seedling,0,0.13,0.08
III,Tarlac,Concepcion,2024-12-01,23.8,33.3,69.6,0.0,22.5,220.3,Seedling,0,0.21,0.22
III,Tarlac,Concepcion,2024-12-02,23.6,33.3,69.1,0.0,22.3,212.6,Seedling,0,0.15,0.11
III,Tarlac,Concepcion,2024-12-03,23.5,32.4,67.5,0.0,21.4,231.4,Seedling,0,0.08,0.1
III,Tarlac,Concepcion,2024-12-04,23.3,33.6,70.6,0.0,22.6,234.7,Seedling,0,0.09,0.19
III,Tarlac,Concepcion,2024-12-05,22.2,33.3,70.9,0.0,21.9,233.1,Seedling,0,0.15,0.18
III,Tarlac,Concepcion,2024-12-06,22.8,33.3,73.1,0.0,22.7,242.4,Seedling,0,0.08,0.12
III,Tarlac,Concepcion,2024-12-07,23.4,31.7,71.0,0.0,21.7,233.3,Seedling,0,0.12,0.07
III,Tarlac,Concepcion,2024-12-08,23.0,32.7,72.2,0.0,22.3,232.4,Seedling,0,0.08,0.23
III,Tarlac,Concepcion,2024-12-09,22.6,31.5,73.7,0.0,21.8,230.9,Seedling,0,0.05,0.15
III,Tarlac,Concepcion,2024-12-10,23.1,31.3,74.2,0.0,22.0,219.7,Seedling,0,0.09,0.17
III,Tarlac,Concepcion,2024-12-11,23.1,31.6,76.6,6.7,22.7,215.0,Seedling,1,0.51,0.14
III,Tarlac,Concepcion,2024-12-12,24.0,32.5,69.6,0.0,22.2,233.3,Seedling,3,0.31,0.06
III,Tarlac,Concepcion,2024-12-13,23.9,32.6,70.4,0.0,22.3,237.2,Seedling,1,0.42,0.04
III,Tarlac,Concepcion,2024-12-14,22.5,31.9,76.0,12.7,22.4,230.0,Seedling,0,0.03,0.08
III,Tarlac,Concepcion,2024-12-15,22.1,34.4,73.4,0.0,22.9,230.5,Seedling,2,0.25,0.07
III,Tarlac,Concepcion,2024-12-16,22.2,33.3,72.7,0.0,22.3,246.3,Seedling,0,0.0,0.1
III,Tarlac,Concepcion,2024-12-17,20.4,33.3,74.9,22.0,21.8,209.7,Seedling,1,0.34,0.03
III,Tarlac,Concepcion,2024-12-18,21.2,33.8,72.1,0.0,21.9,245.9,Seedling,1,1.72,0.07
III,Tarlac,Concepcion,2024-12-19,22.1,34.5,71.6,0.0,22.6,233.2,Seedling,0,1.41,0.0
III,Tarlac,Concepcion,2024-12-20,21.5,31.9,74.7,2.7,21.6,235.4,Seedling,2,0.57,0.15
III,Tarlac,Concepcion,2024-12-21,21.9,32.5,70.1,0.0,21.2,229.7,Seedling,1,0.0,0.0
III,Tarlac,Concepcion,2024-12-22,22.5,32.8,70.4,0.0,21.7,241.2,Seedling,1,1.46,0.15
III,Tarlac,Concepcion,2024-12-23,22.4,32.5,71.9,12.0,21.8,228.1,Seedling,1,1.04,0.12
III,Tarlac,Concepcion,2024-12-24,22.6,33.7,68.4,0.0,21.8,230.0,Seedling,0,0.54,0.0
III,Tarlac,Concepcion,2024-12-25,22.2,32.2,68.4,0.0,20.9,229.3,Seedling,1,0.57,0.07
III,Tarlac,Concepcion,2024-12-26,22.9,31.2,71.8,0.0,21.4,226.5,Seedling,1,1.14,0.12
III,Tarlac,Concepcion,2024-12-27,22.8,32.0,70.5,0.0,21.5,235.1,Tillering,2,0.27,0.0
III,Tarlac,Concepcion,2024-12-28,22.7,34.2,70.2,0.0,22.5,224.6,Tillering,3,0.03,0.16
III,Tarlac,Concepcion,2024-12-29,21.6,34.7,73.4,0.0,22.8,242.7,Tillering,4,1.02,0.08
III,Tarlac,Concepcion,2024-12-30,22.2,34.0,71.1,0.0,22.3,237.3,Tillering,3,1.28,0.04
III,Tarlac,Concepcion,2024-12-31,22.4,33.1,72.1,0.0,22.2,229.2,Tillering,5,0.0,0.15
III,Bulacan,San Miguel,2019-01-01,23.3,32.1,73.4,0.0,22.4,218.3,Tillering,5,0.01,0.14
III,Bulacan,San Miguel,2019-01-02,24.0,32.1,74.2,0.0,22.9,228.2,Tillering,2,0.54,0.0
III,Bulacan,San Miguel,2019-01-03,22.8,32.0,79.4,2.5,23.3,214.6,Tillering,3,0.86,0.08
III,Bulacan,San Miguel,2019-01-04,22.5,31.8,70.5,0.0,21.2,216.6,Tillering,1,0.07,0.16
III,Bulacan,San Miguel,2019-01-05,22.1,32.4,76.1,4.3,22.5,213.4,Tillering,2,0.18,0.04
III,Bulacan,San Miguel,2019-01-06,23.0,32.2,69.8,0.0,21.6,227.6,Tillering,1,0.0,0.0
III,Bulacan,San Miguel,2019-01-07,21.5,32.4,68.5,0.0,20.6,214.0,Tillering,0,0.43,0.04
III,Bulacan,San Miguel,2019-01-08,22.1,32.2,70.4,0.0,21.2,214.5,Tillering,3,0.06,0.0
III,Bulacan,San Miguel,2019-01-09,23.1,32.5,72.5,0.0,22.3,213.3,Tillering,3,0.0,0.07
III,Bulacan,San Miguel,2019-01-10,22.5,31.1,74.0,0.0,21.6,217.6,Elongation,2,1.26,0.2
