Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation
III,Bulacan,San Miguel,2019-04-03,23.7,32.5,69.2,0.0,21.9,224.3
III,Bulacan,San Miguel,2019-04-04,22.7,30.8,77.1,3.1,22.2,211.4
III,Bulacan,San Miguel,2019-04-05,23.3,29.1,74.7,0.0,21.1,223.0
III,Bulacan,San Miguel,2019-04-06,22.4,29.0,70.1,0.0,19.7,208.2
III,Bulacan,San Miguel,2019-04-07,22.3,30.7,67.5,0.0,20.0,223.0
III,Bulacan,San Miguel,2019-04-08,23.1,31.1,68.4,0.0,20.8,212.1
III,Bulacan,San Miguel,2019-04-09,23.7,29.8,76.1,6.4,22.0,226.5
III,Bulacan,San Miguel,2019-04-10,23.3,30.6,71.8,0.0,21.3,232.2
III,Bulacan,San Miguel,2019-04-11,23.2,32.1,68.4,0.0,21.3,228.0
III,Bulacan,San Miguel,2019-04-12,22.7,30.2,70.1,0.0,20.5,222.5
III,Bulacan,San Miguel,2019-04-13,22.6,31.4,70.7,0.0,21.1,223.3
III,Bulacan,San Miguel,2019-04-14,23.7,30.8,72.9,0.0,21.8,216.3
III,Bulacan,San Miguel,2019-04-15,24.2,31.1,74.7,0.5,22.6,214.3
III,Bulacan,San Miguel,2019-04-16,23.7,31.7,74.8,0.0,22.7,220.1
III,Bulacan,San Miguel,2019-04-17,23.3,31.2,76.2,0.0,22.5,222.7
III,Bulacan,San Miguel,2019-04-18,23.9,30.8,77.7,0.0,22.9,228.9
III,Bulacan,San Miguel,2019-04-19,24.1,30.8,74.2,0.0,22.3,216.9
III,Bulacan,San Miguel,2019-04-20,24.1,30.9,76.3,0.0,22.8,215.2
III,Bulacan,San Miguel,2019-04-21,23.7,32.1,73.2,0.0,22.5,217.6
III,Bulacan,San Miguel,2019-04-22,23.4,32.8,75.4,0.0,23.2,210.2
III,Bulacan,San Miguel,2019-04-23,23.1,33.7,83.0,1.4,25.0,213.9
III,Bulacan,San Miguel,2019-04-24,23.0,32.6,84.2,2.0,24.6,204.5
III,Bulacan,San Miguel,2019-04-25,24.0,33.2,74.9,0.0,23.6,219.7
III,Bulacan,San Miguel,2019-04-26,23.3,33.1,77.0,8.0,23.6,205.8
III,Bulacan,San Miguel,2019-04-27,23.2,31.4,70.6,0.0,21.4,211.0
III,Bulacan,San Miguel,2019-04-28,22.4,32.8,70.9,0.0,21.8,223.8
III,Bulacan,San Miguel,2019-04-29,21.7,33.7,72.4,0.0,22.2,233.6
III,Bulacan,San Miguel,2019-04-29,21.7,33.7,72.4,0.0,22.2,233.6
III,Bulacan,San Miguel,2019-04-30,22.9,34.1,104.3,0.0,23.4,197.5
III,Bulacan,San Miguel,2019-05-01,22.0,32.5,74.4,0.0,22.1,204.7
III,Bulacan,San Miguel,2019-05-02,22.3,31.1,75.4,0.0,21.8,214.8
III,Bulacan,San Miguel,2019-05-03,22.8,28.8,79.7,18.0,21.7,198.0
III,Bulacan,San Miguel,2019-05-04,23.2,31.0,74.8,0.0,22.1,202.1
III,Bulacan,San Miguel,2019-05-05,23.5,32.2,75.3,0.0,22.9,201.7
III,Bulacan,San Miguel,2019-05-06,24.2,32.0,73.5,0.0,22.8,203.1
III,Bulacan,San Miguel,2019-05-07,23.5,32.5,72.4,0.0,22.5,214.3
III,Bulacan,San Miguel,2019-05-08,22.9,31.4,69.7,0.0,21.1,208.7
III,Bulacan,San Miguel,2019-05-09,22.8,31.0,76.1,15.8,22.1,200.6
III,Bulacan,San Miguel,2019-05-10,23.3,31.5,70.6,0.0,21.5,209.5
III,Bulacan,San Miguel,2019-05-11,22.9,30.8,73.6,0.0,21.6,214.0
III,Bulacan,San Miguel,2019-05-12,23.2,29.3,76.9,0.0,21.6,216.8
III,Bulacan,San Miguel,2019-05-13,22.8,31.1,79.0,0.0,22.8,217.8
III,Bulacan,San Miguel,2019-05-14,22.6,31.3,77.3,0.0,22.4,192.2
III,Bulacan,San Miguel,2019-05-15,21.9,32.1,78.6,14.2,22.7,198.7
III,Bulacan,San Miguel,2019-05-16,22.8,33.8,,0.0,23.4,211.9
III,Bulacan,San Miguel,2019-05-17,22.7,33.0,,10.7,24.0,207.4
III,Bulacan,San Miguel,2019-05-18,22.5,33.9,74.1,0.0,23.0,211.7
III,Bulacan,San Miguel,2019-05-19,22.6,34.1,75.0,0.0,23.4,213.1
III,Bulacan,San Miguel,2019-05-20,22.1,33.7,76.2,11.6,23.1,208.5
III,Bulacan,San Miguel,2019-05-21,23.2,34.7,73.2,0.0,23.6,213.0
III,Bulacan,San Miguel,2019-05-22,24.3,33.6,73.8,0.0,23.7,202.0
III,Bulacan,San Miguel,2019-05-23,23.9,32.5,78.8,1.7,24.0,211.7
III,Bulacan,San Miguel,2019-05-24,24.1,32.4,,14.3,23.6,203.3
III,Bulacan,San Miguel,2019-05-25,24.1,32.8,,0.0,23.8,212.4
III,Bulacan,San Miguel,2019-05-26,24.1,32.7,81.0,0.1,24.6,213.9
III,Bulacan,San Miguel,2019-05-27,24.0,33.4,85.4,4.6,25.8,
III,Bulacan,San Miguel,2019-05-28,24.7,33.4,82.8,0.0,25.6,
III,Bulacan,San Miguel,2019-05-29,24.3,34.0,80.0,0.0,25.2,
III,Bulacan,San Miguel,2019-05-30,23.4,32.1,83.4,20.6,24.4,
III,Bulacan,San Miguel,2019-05-31,23.9,32.7,78.8,0.0,24.1,
III,Bulacan,San Miguel,2019-06-01,23.9,32.1,81.2,0.0,24.2,227.0
III,Bulacan,San Miguel,2019-06-02,24.3,32.4,84.3,3.6,25.2,208.0
III,Bulacan,San Miguel,2019-06-03,23.9,33.2,78.7,0.0,24.3,215.5
III,Bulacan,San Miguel,2019-06-04,24.4,33.7,75.3,0.0,24.1,201.4
III,Bulacan,San Miguel,2019-06-05,24.9,34.4,78.8,0.0,25.4,224.6
III,Bulacan,San Miguel,2019-06-06,25.5,33.5,77.3,0.0,25.0,211.0
III,Bulacan,San Miguel,2019-06-07,24.7,32.5,81.9,13.9,25.0,207.0
III,Bulacan,San Miguel,2019-06-08,24.6,33.6,75.8,0.0,24.3,218.6
III,Bulacan,San Miguel,2019-06-09,23.7,33.5,78.5,9.6,24.3,193.2
III,Bulacan,San Miguel,2019-06-10,23.5,33.9,80.9,,24.9,215.7
III,Bulacan,San Miguel,2019-06-11,23.0,34.1,74.8,,23.5,202.9
III,Bulacan,San Miguel,2019-06-12,23.4,33.0,73.7,0.0,22.9,211.6
III,Bulacan,San Miguel,2019-06-13,23.7,31.4,74.0,0.0,22.3,201.1
III,Bulacan,San Miguel,2019-06-14,23.1,31.0,78.6,51.9,22.8,154.3
III,Bulacan,San Miguel,2019-06-15,23.5,32.6,75.2,0.0,23.1,198.6
III,Bulacan,San Miguel,2019-06-16,23.3,30.9,77.1,0.0,22.5,205.1
III,Bulacan,San Miguel,2019-06-17,22.3,32.0,73.0,0.0,21.8,209.4
III,Bulacan,San Miguel,2019-06-18,22.6,31.4,76.4,26.6,,183.0
III,Bulacan,San Miguel,2019-06-19,23.2,34.3,75.3,0.0,,207.1
III,Bulacan,San Miguel,2019-06-20,23.8,34.2,75.5,0.0,,202.8
III,Bulacan,San Miguel,2019-06-21,24.6,33.1,74.8,0.0,23.8,221.2
III,Bulacan,San Miguel,2019-06-22,24.7,33.8,77.1,0.0,24.7,200.9
III,Bulacan,San Miguel,2019-06-23,24.4,30.7,84.8,31.2,24.5,194.3
III,Bulacan,San Miguel,2019-06-24,25.6,32.8,82.1,0.0,25.6,209.4
III,Bulacan,San Miguel,2019-06-25,23.9,31.9,84.5,18.4,24.8,183.3
III,Bulacan,San Miguel,2019-06-26,24.8,34.2,78.8,0.0,25.3,208.2
III,Bulacan,San Miguel,2019-06-27,24.2,33.7,82.2,7.7,25.4,209.1
III,Bulacan,San Miguel,2019-06-28,25.2,34.4,84.2,0.0,26.6,189.1
III,Bulacan,San Miguel,2019-06-29,24.2,33.6,87.6,9.4,26.4,200.9
III,Bulacan,San Miguel,2019-06-30,23.6,34.4,81.7,0.0,25.3,193.7
III,Bulacan,San Miguel,2019-07-01,24.0,33.1,79.3,0.0,24.4,194.8
III,Bulacan,San Miguel,2019-07-02,23.4,32.9,81.4,8.0,24.4,197.1
III,Bulacan,San Miguel,2019-07-03,24.8,31.6,75.6,0.0,23.3,209.1
III,Bulacan,San Miguel,2019-07-04,24.4,29.8,83.1,22.7,23.7,181.7
III,Bulacan,San Miguel,2019-07-05,24.0,33.8,,0.0,24.9,206.7
III,Bulacan,San Miguel,2019-07-06,23.4,33.3,,0.0,24.3,210.9
III,Bulacan,San Miguel,2019-07-07,24.0,33.3,,0.0,24.2,202.3
III,Bulacan,San Miguel,2019-07-07,24.0,33.3,,0.0,24.2,202.3
III,Bulacan,San Miguel,2019-07-08,24.7,32.3,,17.4,26.0,204.3
III,Bulacan,San Miguel,2019-07-09,25.0,33.6,,0.0,26.0,189.9
III,Bulacan,San Miguel,2019-07-10,24.9,32.9,88.4,8.2,26.6,212.9
III,Bulacan,San Miguel,2019-07-11,24.4,34.3,84.0,0.0,26.2,200.3
III,Bulacan,San Miguel,2019-07-12,24.6,34.9,,0.0,25.7,192.7
III,Bulacan,San Miguel,2019-07-13,25.8,33.4,,3.3,26.1,206.3
III,Bulacan,San Miguel,2019-07-14,24.1,32.9,,17.0,24.6,182.6
III,Bulacan,San Miguel,2019-07-15,24.4,34.1,,0.0,24.9,198.9
III,Bulacan,San Miguel,2019-07-16,23.6,31.1,,86.0,23.8,159.5
III,Bulacan,San Miguel,2019-07-17,24.2,33.3,80.3,0.0,24.8,200.3
III,Bulacan,San Miguel,2019-07-18,24.4,33.8,81.0,0.0,25.3,208.7
III,Bulacan,San Miguel,2019-07-19,23.5,31.3,85.5,43.3,24.5,162.2
III,Bulacan,San Miguel,2019-07-20,23.9,33.8,86.4,21.8,26.1,170.8
III,Bulacan,San Miguel,2019-07-21,24.6,34.2,82.1,0.7,25.8,187.4
III,Bulacan,San Miguel,2019-07-22,24.4,34.7,86.1,7.3,26.8,206.8
III,Bulacan,San Miguel,2019-07-23,24.7,35.1,81.0,0.0,26.1,202.3
III,Bulacan,San Miguel,2019-07-24,25.0,35.0,80.0,0.0,26.0,210.2
III,Bulacan,San Miguel,2019-07-25,24.2,34.5,78.1,0.0,25.0,196.9
III,Bulacan,San Miguel,2019-07-26,23.4,35.6,79.4,0.0,25.4,200.3
III,Bulacan,San Miguel,2019-07-27,23.4,35.6,80.2,0.0,25.5,207.7
III,Bulacan,San Miguel,2019-07-28,23.9,33.0,81.9,15.7,24.8,184.0
III,Bulacan,San Miguel,2019-07-29,24.6,30.8,81.6,12.9,24.0,196.4
III,Bulacan,San Miguel,2019-07-30,24.9,30.8,80.2,0.0,23.9,204.1
III,Bulacan,San Miguel,2019-07-31,,30.9,83.3,16.8,24.1,185.3
III,Bulacan,San Miguel,2019-08-01,,32.2,88.3,5.5,26.1,196.1
III,Bulacan,San Miguel,2019-08-02,,32.8,83.5,0.0,25.5,194.8
III,Bulacan,San Miguel,2019-08-03,,32.7,87.1,8.6,26.3,200.7
III,Bulacan,San Miguel,2019-08-04,,33.7,82.8,0.0,25.9,212.9
III,Bulacan,San Miguel,2019-08-05,25.3,33.0,83.6,13.2,25.9,176.8
III,Bulacan,San Miguel,2019-08-06,24.6,33.1,81.0,11.3,25.0,187.3
III,Bulacan,San Miguel,2019-08-07,25.0,33.4,82.3,13.2,25.7,180.3
III,Bulacan,San Miguel,2019-08-08,25.1,34.9,77.7,0.0,25.5,211.6
III,Bulacan,San Miguel,2019-08-09,25.2,34.0,83.4,6.5,26.3,203.2
III,Bulacan,San Miguel,2019-08-10,25.4,,79.1,0.5,26.1,192.4
III,Bulacan,San Miguel,2019-08-11,25.5,,78.4,0.0,24.9,188.3
III,Bulacan,San Miguel,2019-08-12,25.5,,84.1,8.6,26.4,199.4
III,Bulacan,San Miguel,2019-08-13,25.0,,82.2,13.4,25.1,193.1
III,Bulacan,San Miguel,2019-08-14,25.0,33.8,81.9,0.0,25.8,202.9
III,Bulacan,San Miguel,2019-08-15,24.8,34.5,87.2,4.7,27.1,194.0
III,Bulacan,San Miguel,2019-08-16,24.0,34.0,85.5,8.9,26.1,194.0
III,Bulacan,San Miguel,2019-08-17,23.7,33.8,82.3,0.0,25.2,204.4
III,Bulacan,San Miguel,2019-08-18,24.5,34.4,76.8,0.0,24.8,204.8
III,Bulacan,San Miguel,2019-08-19,25.0,32.6,77.8,0.0,24.4,202.8
III,Bulacan,San Miguel,2019-08-20,24.8,33.9,86.1,7.0,26.6,200.1
III,Bulacan,San Miguel,2019-08-21,24.4,32.7,85.0,0.0,25.6,202.3
III,Bulacan,San Miguel,2019-08-22,25.9,31.6,85.0,8.8,25.8,179.8
III,Bulacan,San Miguel,2019-08-23,25.5,33.9,,7.5,26.3,194.6
III,Bulacan,San Miguel,2019-08-24,24.5,33.7,,7.7,26.2,194.3
III,Bulacan,San Miguel,2019-08-25,24.5,33.9,,0.0,25.7,204.3
III,Bulacan,San Miguel,2019-08-26,23.4,35.2,,0.0,25.6,199.2
III,Bulacan,San Miguel,2019-08-27,23.4,35.6,,12.9,27.6,189.0
III,Bulacan,San Miguel,2019-08-28,23.5,34.4,93.2,7.7,27.6,196.2
III,Bulacan,San Miguel,2019-08-29,23.9,34.5,87.0,0.0,26.6,197.6
III,Bulacan,San Miguel,2019-08-30,23.8,35.4,84.2,0.0,26.4,208.0
III,Bulacan,San Miguel,2019-08-31,23.7,33.7,90.4,13.7,26.8,194.7
III,Bulacan,San Miguel,2019-09-01,23.0,33.7,82.2,0.0,24.8,206.4
III,Bulacan,San Miguel,2019-09-02,21.8,31.8,84.9,19.0,23.8,177.0
III,Bulacan,San Miguel,2019-09-03,23.1,31.1,83.7,7.1,23.8,187.4
III,Bulacan,San Miguel,2019-09-04,22.4,31.4,77.7,0.3,22.4,205.1
III,Bulacan,San Miguel,2019-09-05,22.1,31.9,75.9,0.0,22.2,210.0
III,Bulacan,San Miguel,2019-09-06,22.8,29.3,83.6,29.7,22.8,178.5
III,Bulacan,San Miguel,2019-09-07,22.8,28.0,83.4,113.6,22.1,140.3
III,Bulacan,San Miguel,2019-09-08,22.6,32.1,85.3,6.5,24.4,195.0
III,Bulacan,San Miguel,2019-09-09,22.9,30.2,86.6,16.1,23.9,188.6
III,Bulacan,San Miguel,2019-09-10,23.9,28.7,82.1,11.9,22.7,182.0
III,Bulacan,San Miguel,2019-09-11,23.9,28.8,86.6,5.5,23.7,191.6
III,Bulacan,San Miguel,2019-09-12,22.7,30.7,78.1,0.1,22.3,188.8
III,Bulacan,San Miguel,2019-09-13,21.7,30.2,82.0,0.0,22.3,200.0
III,Bulacan,San Miguel,2019-09-14,22.2,31.4,84.2,17.5,23.6,189.9
III,Bulacan,San Miguel,2019-09-15,22.4,30.2,84.4,23.3,23.2,177.4
III,Bulacan,San Miguel,2019-09-16,22.6,29.4,84.4,198.2,22.9,152.3
III,Bulacan,San Miguel,2019-09-17,23.1,31.4,85.5,8.1,24.4,189.3
III,Bulacan,San Miguel,2019-09-18,22.6,29.1,85.5,97.4,23.0,132.5
III,Bulacan,San Miguel,2019-09-19,23.3,30.2,81.9,0.0,23.1,187.0
III,Bulacan,San Miguel,2019-09-20,30.765356345992995,29.5,81.4,0.0,22.9,210.5
III,Bulacan,San Miguel,2019-09-21,25.0,29.9,82.7,0.0,24.0,195.8
III,Bulacan,San Miguel,2019-09-22,24.4,31.5,83.0,0.0,24.6,195.9
III,Bulacan,San Miguel,2019-09-23,24.2,33.1,88.9,9.2,26.4,173.8
III,Bulacan,San Miguel,2019-09-24,23.5,32.9,84.1,0.0,25.0,199.8
III,Bulacan,San Miguel,2019-09-25,23.1,32.7,85.4,0.0,25.0,200.4
III,Bulacan,San Miguel,2019-09-26,23.2,30.8,86.6,12.8,24.3,185.8
III,Bulacan,San Miguel,2019-09-27,23.5,30.9,80.7,0.0,23.3,200.3
III,Bulacan,San Miguel,2019-09-28,24.0,30.8,85.9,18.9,24.6,184.2
III,Bulacan,San Miguel,2019-09-29,24.7,34.6,81.6,0.0,26.0,201.4
III,Bulacan,San Miguel,2019-09-30,25.1,33.0,88.5,10.4,26.8,205.2
III,Bulacan,San Miguel,2019-10-01,24.3,31.4,86.6,90.1,25.2,142.7
III,Bulacan,San Miguel,2019-10-02,25.0,31.5,86.3,19.3,25.5,189.1
III,Bulacan,San Miguel,2019-10-03,24.4,32.6,83.7,24.7,25.2,179.3
III,Bulacan,San Miguel,2019-10-04,24.3,33.6,79.7,0.0,24.9,197.0
III,Bulacan,San Miguel,2019-10-05,24.0,32.4,82.2,7.0,24.6,180.7
III,Bulacan,San Miguel,2019-10-06,23.2,33.4,80.6,19.4,24.4,181.7
III,Bulacan,San Miguel,2019-10-07,23.2,31.5,81.8,18.3,23.7,171.9
III,Bulacan,San Miguel,2019-10-08,22.7,33.4,78.7,0.0,23.8,192.0
III,Bulacan,San Miguel,2019-10-09,23.0,33.3,79.6,0.0,24.1,205.8
III,Bulacan,San Miguel,2019-10-10,23.4,33.5,83.3,6.2,25.1,202.3
III,Bulacan,San Miguel,2019-10-11,23.5,32.4,84.9,10.3,,184.3
III,Bulacan,San Miguel,2019-10-12,23.3,32.4,77.6,0.0,,187.3
III,Bulacan,San Miguel,2019-10-13,22.9,32.1,83.3,2.9,,195.8
III,Bulacan,San Miguel,2019-10-14,22.6,,85.4,9.9,24.9,187.4
III,Bulacan,San Miguel,2019-10-15,22.7,,81.5,22.6,23.4,189.7
III,Bulacan,San Miguel,2019-10-16,23.4,,83.2,5.1,24.4,187.3
III,Bulacan,San Miguel,2019-10-17,24.9,,79.8,0.0,24.5,205.3
III,Bulacan,San Miguel,2019-10-18,24.9,,81.7,0.0,25.2,214.4
III,Bulacan,San Miguel,2019-10-19,23.6,33.3,84.5,0.0,25.3,193.8
III,Bulacan,San Miguel,2019-10-20,25.0,33.8,86.0,1.5,26.6,206.8
III,Bulacan,San Miguel,2019-10-21,25.1,33.3,81.2,0.6,25.4,196.2
III,Bulacan,San Miguel,2019-10-22,24.5,32.5,82.5,0.0,25.0,213.2
III,Bulacan,San Miguel,2019-10-23,23.0,31.0,86.9,24.7,24.4,185.4
III,Bulacan,San Miguel,2019-10-24,23.0,31.3,82.4,7.1,23.6,199.0
III,Bulacan,San Miguel,2019-10-25,23.9,30.5,81.9,,23.6,200.2
III,Bulacan,San Miguel,2019-10-26,24.0,32.1,80.2,,24.1,200.8
III,Bulacan,San Miguel,2019-10-27,24.7,33.3,76.9,,24.4,202.6
III,Bulacan,San Miguel,2019-10-28,24.9,33.2,75.2,0.0,24.1,201.7
III,Bulacan,San Miguel,2019-10-29,25.2,32.1,78.6,6.8,24.4,197.8
III,Bulacan,San Miguel,2019-10-30,25.0,32.4,76.2,0.0,23.9,212.7
III,Bulacan,San Miguel,2019-10-31,24.3,32.1,81.8,11.0,24.6,197.2
III,Bulacan,San Miguel,2019-11-01,23.5,32.1,82.9,0.0,24.4,218.7
III,Bulacan,San Miguel,2019-11-02,24.4,32.7,84.6,2.1,25.5,196.9
III,Bulacan,San Miguel,2019-11-03,24.4,31.3,78.5,0.0,23.6,199.3
III,Bulacan,San Miguel,2019-11-04,23.6,30.7,79.6,18.9,23.1,187.4
III,Bulacan,San Miguel,2019-11-05,23.9,30.7,77.8,0.0,22.9,221.5
III,Bulacan,San Miguel,2019-11-06,23.3,30.0,80.1,18.9,22.7,187.1
III,Bulacan,San Miguel,2019-11-07,23.5,31.7,78.5,0.0,23.3,210.2
III,Bulacan,San Miguel,2019-11-08,24.2,32.3,80.9,0.0,24.4,193.7
III,Bulacan,San Miguel,2019-11-09,23.8,33.7,83.4,0.0,25.4,195.3
III,Bulacan,San Miguel,2019-11-10,23.3,35.7,82.4,0.0,26.0,195.4
III,Bulacan,San Miguel,2019-11-11,23.9,34.1,80.9,0.0,25.2,196.2
III,Bulacan,San Miguel,2019-11-12,23.6,33.4,77.6,0.0,24.0,192.1
III,Bulacan,San Miguel,2019-11-13,24.0,32.3,78.7,5.5,23.9,197.9
III,Bulacan,San Miguel,2019-11-14,24.2,32.3,77.0,12.0,23.6,181.1
III,Bulacan,San Miguel,2019-11-15,24.3,29.4,78.3,135.0,22.5,160.0
III,Bulacan,San Miguel,2019-11-16,24.1,32.0,78.1,0.0,23.7,214.2
III,Bulacan,San Miguel,2019-11-17,24.3,31.8,81.1,11.7,24.3,205.5
III,Bulacan,San Miguel,2019-11-18,24.3,33.3,83.8,4.2,25.6,194.3
III,Bulacan,San Miguel,2019-11-19,23.0,32.2,81.6,28.7,23.9,181.3
III,Bulacan,San Miguel,2019-11-20,23.1,34.1,78.0,0.0,24.2,213.0
III,Bulacan,San Miguel,2019-11-21,22.9,34.5,73.6,0.0,23.4,208.2
III,Bulacan,San Miguel,2019-11-22,23.6,34.2,72.9,0.0,23.5,
III,Bulacan,San Miguel,2019-11-23,23.2,33.9,74.6,0.0,23.5,
III,Bulacan,San Miguel,2019-11-24,23.6,33.1,81.6,3.6,24.7,
III,Bulacan,San Miguel,2019-11-25,23.7,32.1,75.2,0.0,22.9,
III,Bulacan,San Miguel,2019-11-26,,32.6,76.8,0.0,23.7,215.1
III,Bulacan,San Miguel,2019-11-27,,32.4,81.3,0.0,24.1,215.4
III,Bulacan,San Miguel,2019-11-28,,31.4,75.3,0.1,22.3,204.9
III,Bulacan,San Miguel,2019-11-29,,30.6,78.2,16.5,22.5,208.2
III,Bulacan,San Miguel,2019-11-30,,31.0,74.3,0.0,22.2,219.9
III,Bulacan,San Miguel,2019-12-01,22.3,31.4,72.2,0.0,21.3,207.3
III,Bulacan,San Miguel,2019-12-02,22.0,30.2,74.1,0.0,20.9,209.4
III,Bulacan,San Miguel,2019-12-03,21.2,28.3,76.0,34.2,20.0,183.8
III,Bulacan,San Miguel,2019-12-04,22.1,30.0,74.4,0.9,20.9,222.2
III,Bulacan,San Miguel,2019-12-05,22.0,32.2,73.5,0.0,21.8,213.4
III,Bulacan,San Miguel,2019-12-06,23.1,30.9,76.7,21.1,22.3,185.6
III,Bulacan,San Miguel,2019-12-07,23.5,30.7,74.4,10.1,22.0,210.5
III,Bulacan,San Miguel,2019-12-08,24.0,31.5,73.0,0.0,22.4,209.2
III,Bulacan,San Miguel,2019-12-09,23.4,32.6,75.3,0.0,23.1,208.3
III,Bulacan,San Miguel,2019-12-10,23.1,33.7,77.6,6.5,,197.9
III,Bulacan,San Miguel,2019-12-11,22.8,34.5,70.7,0.0,,208.2
III,Bulacan,San Miguel,2019-12-12,23.2,33.0,74.8,17.6,23.1,206.6
III,Bulacan,San Miguel,2019-12-13,22.7,32.8,74.7,0.0,22.7,202.3
III,Bulacan,San Miguel,2019-12-14,24.1,31.1,77.5,0.0,23.1,212.4
III,Bulacan,San Miguel,2019-12-15,24.1,31.2,76.1,0.0,22.9,220.3
III,Bulacan,San Miguel,2019-12-16,23.5,31.2,79.9,25.0,23.3,198.7
III,Bulacan,San Miguel,2019-12-17,22.7,32.3,81.7,2.7,23.8,200.5
III,Bulacan,San Miguel,2019-12-18,21.6,31.9,76.7,14.5,22.1,197.5
III,Bulacan,San Miguel,2019-12-19,22.7,32.7,73.0,0.0,22.3,219.0
III,Bulacan,San Miguel,2019-12-20,23.7,32.7,71.6,0.0,22.5,221.7
III,Bulacan,San Miguel,2019-12-21,24.0,32.8,72.7,0.0,22.9,211.7
III,Bulacan,San Miguel,2019-12-22,23.3,31.6,78.7,17.7,23.2,191.5
III,Bulacan,San Miguel,2019-12-23,23.2,30.9,76.4,0.0,22.3,204.2
III,Bulacan,San Miguel,2019-12-24,22.0,31.8,73.4,0.0,21.6,220.7
III,Bulacan,San Miguel,2019-12-25,21.1,34.3,74.2,0.0,22.5,208.5
III,Bulacan,San Miguel,2019-12-26,21.4,34.8,73.9,0.0,22.9,204.0
III,Bulacan,San Miguel,2019-12-27,23.0,34.5,73.0,0.0,23.4,215.1
III,Bulacan,San Miguel,2019-12-28,24.1,33.8,70.5,0.0,23.0,223.4
III,Bulacan,San Miguel,2019-12-29,24.3,34.1,77.5,20.4,24.7,204.8
III,Bulacan,San Miguel,2019-12-30,24.2,34.3,75.7,0.0,24.4,216.5
III,Bulacan,San Miguel,2019-12-31,23.3,33.9,76.6,0.0,23.9,218.3
III,Bulacan,San Miguel,2020-01-01,23.6,34.9,79.1,7.7,25.1,200.2
III,Bulacan,San Miguel,2020-01-02,22.9,32.3,79.5,40.6,23.5,169.4
III,Bulacan,San Miguel,2020-01-03,23.6,32.0,74.7,0.0,22.7,217.2
III,Bulacan,San Miguel,2020-01-04,21.8,31.9,72.5,0.0,21.4,214.8
III,Bulacan,San Miguel,2020-01-05,21.7,31.2,79.7,17.8,22.4,203.5
III,Bulacan,San Miguel,2020-01-06,22.8,,76.2,0.0,23.0,215.9
III,Bulacan,San Miguel,2020-01-07,22.3,,74.0,0.7,22.7,225.9
III,Bulacan,San Miguel,2020-01-08,22.4,32.5,75.6,9.9,22.6,204.2
III,Bulacan,San Miguel,2020-01-09,22.5,31.9,68.6,0.0,20.9,222.4
III,Bulacan,San Miguel,2020-01-10,22.6,31.2,70.7,0.0,21.0,209.1
III,Bulacan,San Miguel,2020-01-11,22.7,32.2,71.3,0.0,21.7,211.4
III,Bulacan,San Miguel,2020-01-12,23.0,32.3,74.8,17.8,22.6,208.4
III,Bulacan,San Miguel,2020-01-13,24.1,31.7,69.5,0.0,21.8,232.1
III,Bulacan,San Miguel,2020-01-14,23.3,32.3,69.1,0.0,21.6,216.8
III,Bulacan,San Miguel,2020-01-15,22.4,33.2,71.0,0.0,22.0,220.4
III,Bulacan,San Miguel,2020-01-16,21.9,34.2,72.5,0.0,22.6,223.7
III,Bulacan,San Miguel,2020-01-17,22.7,32.9,73.1,0.0,22.4,226.8
III,Bulacan,San Miguel,2020-01-18,22.4,31.9,76.2,0.0,22.4,220.6
III,Bulacan,San Miguel,2020-01-19,22.5,31.0,81.8,5.5,23.1,207.0
III,Bulacan,San Miguel,2020-01-20,22.2,31.3,74.2,0.0,21.6,214.2
III,Bulacan,San Miguel,2020-01-21,22.5,32.0,70.9,0.0,21.4,213.0
III,Bulacan,San Miguel,2020-01-22,22.6,32.7,70.9,0.0,21.8,210.7
III,Bulacan,San Miguel,2020-01-23,23.2,32.9,70.1,0.0,22.1,225.8
III,Bulacan,San Miguel,2020-01-24,23.2,32.8,71.9,0.0,22.4,230.7
III,Bulacan,San Miguel,2020-01-25,23.1,32.9,71.6,0.0,22.3,222.2
III,Bulacan,San Miguel,2020-01-26,22.4,34.0,74.6,8.8,23.1,212.9
III,Bulacan,San Miguel,2020-01-27,22.3,32.8,71.8,0.0,21.9,229.5
III,Bulacan,San Miguel,2020-01-28,23.1,32.2,71.3,0.0,21.9,221.0
III,Bulacan,San Miguel,2020-01-29,22.3,31.2,69.5,0.0,20.6,199.8
III,Bulacan,San Miguel,2020-01-30,22.9,31.4,70.8,0.0,21.3,225.3
III,Bulacan,San Miguel,2020-01-31,23.7,30.9,72.8,0.0,21.9,229.6
III,Bulacan,San Miguel,2020-02-01,23.4,29.2,74.5,0.0,21.2,225.8
III,Bulacan,San Miguel,2020-02-02,22.6,28.7,74.3,0.0,,236.9
III,Bulacan,San Miguel,2020-02-03,23.7,29.6,73.8,0.0,,228.4
III,Bulacan,San Miguel,2020-02-04,24.8,29.7,75.0,0.0,,225.7
III,Bulacan,San Miguel,2020-02-05,23.6,31.1,75.1,0.0,22.4,228.7
III,Bulacan,San Miguel,2020-02-06,22.9,31.8,69.2,0.0,21.2,220.7
III,Bulacan,San Miguel,2020-02-07,23.4,31.4,68.5,0.0,21.1,218.6
III,Bulacan,San Miguel,2020-02-08,22.6,32.6,68.4,0.0,21.3,224.2
