Region,Province,Municipality,Date,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Bulacan,San Miguel,2019-11-28,Seedling,0.0,0.04,0.11
III,Bulacan,San Miguel,2019-11-29,Seedling,0.0,0.09,0.0
III,Bulacan,San Miguel,2019-11-30,Seedling,1.0,0.04,0.1
III,Bulacan,San Miguel,2019-12-01,Seedling,0.0,0.12,0.16
III,Bulacan,San Miguel,2019-12-02,Seedling,0.0,0.15,0.03
III,Bulacan,San Miguel,2019-12-03,Seedling,1.0,0.0,0.11
III,Bulacan,San Miguel,2019-12-04,Seedling,0.0,0.06,0.12
III,Bulacan,San Miguel,2019-12-05,Seedling,0.0,0.07,0.18
III,Bulacan,San Miguel,2019-12-06,Seedling,1.0,0.08,0.1
III,Bulacan,San Miguel,2019-12-07,Seedling,0.0,0.07,0.11
III,Bulacan,San Miguel,2019-12-08,Seedling,0.0,0.08,0.06
III,Bulacan,San Miguel,2019-12-09,Seedling,0.0,0.21,0.14
III,Bulacan,San Miguel,2019-12-10,Seedling,0.0,0.07,0.12
III,Bulacan,San Miguel,2019-12-11,Seedling,0.0,0.16,0.0
III,Bulacan,San Miguel,2019-12-12,Seedling,0.0,0.17,0.16
III,Bulacan,San Miguel,2019-12-13,Seedling,0.0,0.21,0.08
III,Bulacan,San Miguel,2019-12-14,Seedling,2.0,0.87,0.0
III,Bulacan,San Miguel,2019-12-15,Seedling,2.0,0.0,0.18
III,Bulacan,San Miguel,2019-12-16,Seedling,1.0,0.26,0.05
III,Bulacan,San Miguel,2019-12-17,Seedling,0.0,0.16,0.0
III,Bulacan,San Miguel,2019-12-18,Seedling,1.0,0.43,0.0
III,Bulacan,San Miguel,2019-12-19,Seedling,1.0,0.64,0.1
III,Bulacan,San Miguel,2019-12-20,Seedling,2.0,0.9,0.0
III,Bulacan,San Miguel,2019-12-21,Seedling,2.0,1.86,0.17
III,Bulacan,San Miguel,2019-12-22,Seedling,2.0,1.16,0.24
III,Bulacan,San Miguel,2019-12-23,Seedling,3.0,1.12,0.06
III,Bulacan,San Miguel,2019-12-24,Seedling,1.0,0.51,0.07
III,Bulacan,San Miguel,2019-12-25,Seedling,1.0,0.27,0.12
III,Bulacan,San Miguel,2019-12-26,Seedling,1.0,0.61,0.31
III,Bulacan,San Miguel,2019-12-27,Tillering,2.0,0.65,0.05
III,Bulacan,San Miguel,2019-12-28,Tillering,2.0,2.31,0.08
III,Bulacan,San Miguel,2019-12-29,Tillering,2.0,2.26,0.19
III,Bulacan,San Miguel,2019-12-30,Tillering,1.0,2.74,0.04
III,Bulacan,San Miguel,2019-12-31,Tillering,1.0,2.42,0.02
III,Bulacan,San Miguel,2020-01-01,Tillering,5.0,3.14,0.17
III,Bulacan,San Miguel,2020-01-02,Tillering,2.0,2.33,0.07
III,Bulacan,San Miguel,2020-01-03,Tillering,3.0,3.34,0.24
III,Bulacan,San Miguel,2020-01-04,Tillering,5.0,2.83,0.13
III,Bulacan,San Miguel,2020-01-05,Tillering,4.0,2.38,0.0
III,Bulacan,San Miguel,2020-01-06,Tillering,1.0,1.93,0.08
III,Bulacan,San Miguel,2020-01-07,Tillering,3.0,2.74,0.05
III,Bulacan,San Miguel,2020-01-08,Tillering,5.0,2.93,0.08
III,Bulacan,San Miguel,2020-01-09,Tillering,2.0,1.95,0.05
III,Bulacan,San Miguel,2020-01-10,Tillering,2.0,1.69,0.08
III,Bulacan,San Miguel,2020-01-11,Tillering,3.0,1.05,0.07
III,Bulacan,San Miguel,2020-01-12,Tillering,3.0,1.05,0.02
III,Bulacan,San Miguel,2020-01-13,Tillering,2.0,0.39,0.26
III,Bulacan,San Miguel,2020-01-14,Tillering,0.0,0.97,0.14
III,Bulacan,San Miguel,2020-01-15,Tillering,0.0,0.61,0.06
III,Bulacan,San Miguel,2020-01-16,Tillering,2.0,0.6,0.14
III,Bulacan,San Miguel,2020-01-17,Tillering,0.0,0.64,0.17
III,Bulacan,San Miguel,2020-01-18,Tillering,5.0,0.0,0.09
III,Bulacan,San Miguel,2020-01-19,Tillering,3.0,0.99,0.17
III,Bulacan,San Miguel,2020-01-20,Tillering,4.0,0.64,0.02
III,Bulacan,San Miguel,2020-01-21,Elongation,2.0,0.29,0.17
III,Bulacan,San Miguel,2020-01-22,Elongation,3.0,1.95,0.11
III,Bulacan,San Miguel,2020-01-23,Elongation,0.0,0.43,0.13
III,Bulacan,San Miguel,2020-01-24,Elongation,0.0,0.72,0.05
III,Bulacan,San Miguel,2020-01-25,Elongation,1.0,1.56,0.2
III,Bulacan,San Miguel,2020-01-26,Elongation,2.0,0.55,0.11
III,Bulacan,San Miguel,2020-01-27,Elongation,0.0,2.08,0.02
III,Bulacan,San Miguel,2020-01-28,Elongation,0.0,2.59,0.02
III,Bulacan,San Miguel,2020-01-29,Elongation,2.0,0.79,0.24
III,Bulacan,San Miguel,2020-01-30,Elongation,2.0,0.55,0.14
III,Bulacan,San Miguel,2020-01-31,Elongation,1.0,0.99,0.0
III,Bulacan,San Miguel,2020-02-01,Elongation,1.0,1.12,0.02
III,Bulacan,San Miguel,2020-02-02,Elongation,2.0,0.12,0.02
III,Bulacan,San Miguel,2020-02-03,Elongation,2.0,0.61,0.07
III,Bulacan,San Miguel,2020-02-04,Elongation,2.0,0.79,0.04
III,Bulacan,San Miguel,2020-02-05,Elongation,2.0,0.32,0.07
III,Bulacan,San Miguel,2020-02-06,Elongation,1.0,0.21,0.13
III,Bulacan,San Miguel,2020-02-07,Elongation,1.0,0.72,0.07
III,Bulacan,San Miguel,2020-02-08,Elongation,2.0,1.41,0.0
III,Bulacan,San Miguel,2020-02-09,Elongation,3.0,1.31,0.1
III,Bulacan,San Miguel,2020-02-10,Panicle,0.0,0.19,1.53
III,Bulacan,San Miguel,2020-02-11,Panicle,0.0,0.09,1.96
III,Bulacan,San Miguel,2020-02-12,Panicle,0.0,0.0,0.0
III,Bulacan,San Miguel,2020-02-13,Panicle,3.0,0.13,0.0
III,Bulacan,San Miguel,2020-02-14,Panicle,1.0,0.28,0.26
III,Bulacan,San Miguel,2020-02-15,Panicle,0.0,0.19,1.65
III,Bulacan,San Miguel,2020-02-16,Panicle,1.0,0.0,1.4
III,Bulacan,San Miguel,2020-02-17,Panicle,0.0,0.27,0.4
III,Bulacan,San Miguel,2020-02-18,Panicle,1.0,0.05,0.0
III,Bulacan,San Miguel,2020-02-19,Panicle,3.0,0.11,0.95
III,Bulacan,San Miguel,2020-02-20,Panicle,3.0,0.06,0.23
III,Bulacan,San Miguel,2020-02-21,Panicle,2.0,0.0,0.9
III,Bulacan,San Miguel,2020-02-22,Panicle,1.0,0.11,0.53
III,Bulacan,San Miguel,2020-02-23,Panicle,2.0,0.06,1.33
III,Bulacan,San Miguel,2020-02-24,Panicle,1.0,0.0,1.05
III,Bulacan,San Miguel,2020-02-25,Flowering,1.0,0.0,1.78
III,Bulacan,San Miguel,2020-02-26,Flowering,1.0,0.01,0.44
III,Bulacan,San Miguel,2020-02-27,Flowering,1.0,0.12,0.0
III,Bulacan,San Miguel,2020-02-28,Flowering,2.0,0.17,0.0
III,Bulacan,San Miguel,2020-02-29,Flowering,1.0,0.17,0.04
III,Bulacan,San Miguel,2020-03-01,Flowering,0.0,0.13,0.53
III,Bulacan,San Miguel,2020-03-02,Flowering,1.0,0.09,0.27
III,Bulacan,San Miguel,2020-03-03,Flowering,1.0,0.13,1.74
III,Bulacan,San Miguel,2020-03-04,Flowering,2.0,0.07,0.22
III,Bulacan,San Miguel,2020-03-05,Flowering,3.0,0.03,1.06
III,Bulacan,San Miguel,2020-03-06,Flowering,0.0,0.18,0.67
III,Bulacan,San Miguel,2020-03-07,Flowering,0.0,0.13,0.16
III,Bulacan,San Miguel,2020-03-08,Flowering,0.0,0.07,0.0
III,Bulacan,San Miguel,2020-03-09,Flowering,0.0,0.1,1.14
III,Bulacan,San Miguel,2020-03-10,Ripening,3.0,0.09,0.41
III,Bulacan,San Miguel,2020-03-11,Ripening,0.0,0.11,0.0
III,Bulacan,San Miguel,2020-03-12,Ripening,1.0,0.02,0.0
III,Bulacan,San Miguel,2020-03-13,Ripening,0.0,0.0,0.0
III,Bulacan,San Miguel,2020-03-14,Ripening,0.0,0.05,0.0
III,Bulacan,San Miguel,2020-03-15,Ripening,1.0,0.0,0.0
III,Bulacan,San Miguel,2020-03-16,Ripening,0.0,0.15,0.6
III,Bulacan,San Miguel,2020-03-17,Ripening,1.0,0.21,0.66
III,Bulacan,San Miguel,2020-03-18,Ripening,1.0,0.01,1.6
III,Bulacan,San Miguel,2020-03-19,Ripening,2.0,0.02,0.97
III,Bulacan,San Miguel,2020-03-20,Ripening,4.0,0.18,1.65
III,Bulacan,San Miguel,2020-03-21,Ripening,6.0,0.12,1.69
III,Bulacan,San Miguel,2020-03-22,Ripening,6.0,0.0,2.09
III,Bulacan,San Miguel,2020-03-23,Ripening,3.0,0.21,3.32
III,Bulacan,San Miguel,2020-03-24,Ripening,8.0,0.0,3.79
III,Bulacan,San Miguel,2020-03-25,Ripening,5.0,0.12,5.19
III,Bulacan,San Miguel,2020-03-26,Ripening,4.0,0.0,4.04
III,Bulacan,San Miguel,2020-03-27,Ripening,4.0,0.16,5.37
III,Bulacan,San Miguel,2020-03-28,Ripening,4.0,0.12,4.46
III,Bulacan,San Miguel,2020-03-29,Ripening,6.0,0.16,2.79
III,Bulacan,San Miguel,2020-03-30,Ripening,5.0,0.21,2.97
III,Bulacan,San Miguel,2020-03-31,Ripening,4.0,0.04,1.02
III,Bulacan,San Miguel,2020-04-01,Ripening,1.0,0.0,0.45
III,Bulacan,San Miguel,2020-04-02,Ripening,1.0,0.18,1.63
III,Bulacan,San Miguel,2020-04-03,Ripening,4.0,0.0,0.53
III,Bulacan,San Miguel,2020-04-04,Ripening,0.0,0.08,0.0
III,Bulacan,San Miguel,2020-04-05,Ripening,0.0,0.04,0.16
III,Bulacan,San Miguel,2020-04-06,Ripening,0.0,0.12,0.02
III,Bulacan,San Miguel,2020-04-07,Ripening,0.0,,0.17
III,Bulacan,San Miguel,2020-04-08,Ripening,0.0,,0.15
III,Bulacan,San Miguel,2020-04-09,Ripening,0.0,,0.1
III,Bulacan,San Miguel,2020-04-10,Ripening,0.0,,0.02
III,Bulacan,San Miguel,2020-04-11,Ripening,0.0,0.04,0.11
III,Bulacan,San Miguel,2020-04-12,Ripening,0.0,0.06,0.01
III,Bulacan,San Miguel,2020-04-13,Ripening,0.0,0.07,0.05
III,Bulacan,San Miguel,2020-04-14,Ripening,0.0,0.21,0.1
III,Bulacan,San Miguel,2020-04-15,Ripening,0.0,0.02,0.03
III,Bulacan,San Miguel,2020-04-16,Ripening,0.0,0.0,0.09
III,Bulacan,San Miguel,2020-04-17,Ripening,0.0,0.08,0.04
III,Bulacan,San Miguel,2020-04-18,Ripening,0.0,0.0,0.04
III,Bulacan,San Miguel,2020-04-19,Ripening,0.0,0.0,0.06
III,Bulacan,San Miguel,2020-04-20,Ripening,0.0,0.08,0.07
III,Bulacan,San Miguel,2020-04-21,Ripening,0.0,0.01,0.0
III,Bulacan,San Miguel,2020-04-22,Ripening,0.0,0.09,0.18
III,Bulacan,San Miguel,2020-04-23,Ripening,0.0,0.09,0.0
III,Bulacan,San Miguel,2020-04-24,ripening,0.0,0.15,0.08
III,Bulacan,San Miguel,2020-04-25,Ripening,0.0,0.0,0.13
III,Bulacan,San Miguel,2020-04-26,Ripening,0.0,0.06,0.24
III,Bulacan,San Miguel,2020-04-27,Ripening,0.0,0.08,0.09
III,Bulacan,San Miguel,2020-04-28,Ripening,0.0,0.1,0.01
III,Bulacan,San Miguel,2020-04-29,Ripening,0.0,0.14,0.09
III,Bulacan,San Miguel,2020-04-30,Ripening,0.0,0.09,0.27
III,Bulacan,San Miguel,2020-05-01,Ripening,0.0,0.01,0.0
III,Bulacan,San Miguel,2020-05-02,Ripening,0.0,0.24,0.09
III,Bulacan,San Miguel,2020-05-03,Seedling,0.0,0.12,0.17
III,Bulacan,San Miguel,2020-05-04,Seedling,0.0,0.05,0.0
III,Bulacan,San Miguel,2020-05-05,Seedling,0.0,0.11,0.11
III,Bulacan,San Miguel,2020-05-06,Seedling,0.0,0.11,0.11
III,Bulacan,San Miguel,2020-05-07,Seedling,0.0,0.0,0.12
III,Bulacan,San Miguel,2020-05-08,Seedling,1.0,0.13,0.1
III,Bulacan,San Miguel,2020-05-09,Seedling,0.0,0.0,0.0
III,Bulacan,San Miguel,2020-05-10,Seedling,0.0,0.04,0.09
III,Bulacan,San Miguel,2020-05-11,Seedling,0.0,0.07,0.3
III,Bulacan,San Miguel,2020-05-12,Seedling,0.0,0.0,0.09
III,Bulacan,San Miguel,2020-05-13,Seedling,0.0,0.05,0.06
III,Bulacan,San Miguel,2020-05-14,Seedling,0.0,0.19,0.0
III,Bulacan,San Miguel,2020-05-15,Seedling,0.0,0.0,0.2
III,Bulacan,San Miguel,2020-05-16,Seedling,0.0,0.0,0.14
III,Bulacan,San Miguel,2020-05-17,Seedling,0.0,0.15,0.17
III,Bulacan,San Miguel,2020-05-18,Seedling,0.0,0.18,0.0
III,Bulacan,San Miguel,2020-05-19,Seedling,1.0,0.0,0.08
III,Bulacan,San Miguel,2020-05-20,Seedling,0.0,0.0,0.0
III,Bulacan,San Miguel,2020-05-21,Seedling,0.0,0.0,0.26
III,Bulacan,San Miguel,2020-05-22,Seedling,0.0,0.0,0.08
III,Bulacan,San Miguel,2020-05-23,Seedling,0.0,0.03,0.01
III,Bulacan,San Miguel,2020-05-24,Seedling,0.0,0.12,0.09
III,Bulacan,San Miguel,2020-05-25,Seedling,0.0,0.11,0.0
III,Bulacan,San Miguel,2020-05-26,Seedling,1.0,0.11,0.1
III,Bulacan,San Miguel,2020-05-27,Seedling,0.0,0.02,0.16
III,Bulacan,San Miguel,2020-05-28,Seedling,0.0,0.16,0.03
III,Bulacan,San Miguel,2020-05-29,Seedling,0.0,0.2,0.04
III,Bulacan,San Miguel,2020-05-30,Seedling,0.0,0.05,0.04
III,Bulacan,San Miguel,2020-05-31,Seedling,0.0,0.05,0.08
III,Bulacan,San Miguel,2020-06-01,Seedling,29.0,2.13,0.0
III,Bulacan,San Miguel,2020-06-02,Seedling,21.0,1.27,0.12
III,Bulacan,San Miguel,2020-06-03,Seedling,25.0,1.59,0.08
III,Bulacan,San Miguel,2020-06-04,Seedling,12.0,1.1,0.11
III,Bulacan,San Miguel,2020-06-05,Seedling,17.0,0.94,0.08
III,Bulacan,San Miguel,2020-06-06,Seedling,14.0,1.28,0.08
III,Bulacan,San Miguel,2020-06-07,Seedling,18.0,0.66,0.1
III,Bulacan,San Miguel,2020-06-08,Seedling,12.0,1.44,0.0
III,Bulacan,San Miguel,2020-06-09,Seedling,7.0,0.13,0.0
III,Bulacan,San Miguel,2020-06-10,Seedling,8.0,0.7,0.01
III,Bulacan,San Miguel,2020-06-11,Seedling,6.0,1.16,0.18
III,Bulacan,San Miguel,2020-06-12,Seedling,4.0,0.89,0.05
III,Bulacan,San Miguel,2020-06-13,Seedling,6.0,0.05,0.13
III,Bulacan,San Miguel,2020-06-14,Seedling,10.0,0.67,0.0
III,Bulacan,San Miguel,2020-06-15,Seedling,8.0,0.26,0.08
III,Bulacan,San Miguel,2020-06-16,Tillering,12.0,1.5,0.11
III,Bulacan,San Miguel,2020-06-17,Tillering,13.0,0.0,0.23
III,Bulacan,San Miguel,2020-06-18,Tillering,12.0,0.79,0.08
III,Bulacan,San Miguel,2020-06-19,Tillering,16.0,0.69,0.0
III,Bulacan,San Miguel,2020-06-20,Tillering,17.0,1.18,0.08
III,Bulacan,San Miguel,2020-06-21,Tillering,18.0,0.14,0.1
III,Bulacan,San Miguel,2020-06-22,Tillering,22.0,0.37,0.13
III,Bulacan,San Miguel,2020-06-23,Tillering,15.0,0.54,0.0
III,Bulacan,San Miguel,2020-06-24,Tillering,11.0,0.33,0.07
III,Bulacan,San Miguel,2020-06-25,Tillering,10.0,0.66,0.03
III,Bulacan,San Miguel,2020-06-26,Tillering,16.0,0.81,0.23
III,Bulacan,San Miguel,2020-06-27,Tillering,11.0,0.13,0.07
III,Bulacan,San Miguel,2020-06-28,Tillering,10.0,1.44,0.15
III,Bulacan,San Miguel,2020-06-29,Tillering,16.0,1.07,0.02
III,Bulacan,San Miguel,2020-06-30,Tillering,12.0,0.85,0.2
III,Bulacan,San Miguel,2020-07-01,Tillering,4.0,0.95,0.11
III,Bulacan,San Miguel,2020-07-02,Tillering,9.0,0.65,0.1
III,Bulacan,San Miguel,2020-07-03,Tillering,5.0,0.18,0.16
III,Bulacan,San Miguel,2020-07-04,Tillering,6.0,0.71,0.0
III,Bulacan,San Miguel,2020-07-05,Tillering,3.0,1.07,0.1
III,Bulacan,San Miguel,2020-07-06,Tillering,4.0,0.0,0.05
III,Bulacan,San Miguel,2020-07-07,Tillering,7.0,0.4,0.07
III,Bulacan,San Miguel,2020-07-08,Tillering,7.0,1.23,0.14
III,Bulacan,San Miguel,2020-07-09,Tillering,8.0,2.11,0.11
III,Bulacan,San Miguel,2020-07-10,Tillering,4.0,2.45,0.23
III,Bulacan,San Miguel,2020-07-11,Elongation,4.0,3.99,0.13
III,Bulacan,San Miguel,2020-07-12,Elongation,4.0,3.44,0.08
III,Bulacan,San Miguel,2020-07-13,Elongation,6.0,3.97,0.14
III,Bulacan,San Miguel,2020-07-14,Elongation,1.0,3.36,0.11
III,Bulacan,San Miguel,2020-07-15,Elongation,3.0,3.02,0.0
III,Bulacan,San Miguel,2020-07-16,Elongation,4.0,5.01,0.11
III,Bulacan,San Miguel,2020-07-17,Elongation,5.0,4.27,0.0
III,Bulacan,San Miguel,2020-07-18,Elongation,3.0,5.48,0.13
III,Bulacan,San Miguel,2020-07-19,Elongation,3.0,5.51,0.0
III,Bulacan,San Miguel,2020-07-20,Elongation,5.0,4.39,0.14
III,Bulacan,San Miguel,2020-07-21,Elongation,4.0,5.3,0.0
III,Bulacan,San Miguel,2020-07-22,Elongation,6.0,3.23,0.07
III,Bulacan,San Miguel,2020-07-23,Elongation,0.0,2.92,0.19
III,Bulacan,San Miguel,2020-07-24,Elongation,1.0,3.84,0.12
III,Bulacan,San Miguel,2020-07-25,Elongation,4.0,3.08,0.11
III,Bulacan,San Miguel,2020-07-26,Elongation,1.0,5.31,0.07
III,Bulacan,San Miguel,2020-07-27,Elongation,5.0,4.17,0.06
III,Bulacan,San Miguel,2020-07-28,Elongation,10.0,4.77,0.0
III,Bulacan,San Miguel,2020-07-29,Elongation,7.0,4.95,0.0
III,Bulacan,San Miguel,2020-07-30,Elongation,10.0,3.82,0.03
III,Bulacan,San Miguel,2020-07-31,Panicle,7.0,0.0,6.43
III,Bulacan,San Miguel,2020-08-01,Panicle,9.0,0.15,2.45
III,Bulacan,San Miguel,2020-08-02,Panicle,10.0,0.0,1.62
III,Bulacan,San Miguel,2020-08-03,Panicle,9.0,0.06,1.87
III,Bulacan,San Miguel,2020-08-04,Panicle,11.0,0.07,2.34
III,Bulacan,San Miguel,2020-08-05,Panicle,13.0,0.11,3.45
III,Bulacan,San Miguel,2020-08-06,Panicle,16.0,0.13,2.09
III,Bulacan,San Miguel,2020-08-07,Panicle,7.0,0.07,1.5
III,Bulacan,San Miguel,2020-08-08,Panicle,12.0,0.14,2.03
III,Bulacan,San Miguel,2020-08-09,Panicle,5.0,0.18,2.05
III,Bulacan,San Miguel,2020-08-10,Panicle,10.0,0.1,0.45
III,Bulacan,San Miguel,2020-08-11,Panicle,10.0,0.05,0.0
III,Bulacan,San Miguel,2020-08-12,Panicle,10.0,0.02,0.54
III,Bulacan,San Miguel,2020-08-13,Panicle,9.0,0.16,0.05
III,Bulacan,San Miguel,2020-08-14,Panicle,5.0,0.08,1.89
III,Bulacan,San Miguel,2020-08-15,Flowering,4.0,0.16,1.16
III,Bulacan,San Miguel,2020-08-16,Flowering,4.0,0.1,1.67
III,Bulacan,San Miguel,2020-08-17,Flowering,4.0,0.07,2.9
III,Bulacan,San Miguel,2020-08-18,Flowering,9.0,0.08,3.53
III,Bulacan,San Miguel,2020-08-19,Flowering,4.0,0.11,2.72
III,Bulacan,San Miguel,2020-08-20,Flowering,1.0,0.05,2.39
III,Bulacan,San Miguel,2020-08-21,Flowering,9.0,0.0,2.98
III,Bulacan,San Miguel,2020-08-22,Flowering,3.0,0.14,0.58
III,Bulacan,San Miguel,2020-08-23,FLOWERING,14.0,0.09,1.8
III,Bulacan,San Miguel,2020-08-24,Flowering,10.0,0.04,3.89
III,Bulacan,San Miguel,2020-08-25,Flowering,12.0,0.15,2.63
III,Bulacan,San Miguel,2020-08-26,Flowering,13.0,0.05,3.78
III,Bulacan,San Miguel,2020-08-27,Flowering,9.0,0.22,2.66
III,Bulacan,San Miguel,2020-08-28,Flowering,9.0,0.19,1.9
III,Bulacan,San Miguel,2020-08-29,Ripening,4.0,0.06,1.8
III,Bulacan,San Miguel,2020-08-30,Ripening,1.0,0.12,0.07
III,Bulacan,San Miguel,2020-08-31,Ripening,5.0,0.08,0.92
III,Bulacan,San Miguel,2020-09-01,Ripening,3.0,0.0,0.71
III,Bulacan,San Miguel,2020-09-02,Ripening,3.0,0.0,0.79
III,Bulacan,San Miguel,2020-09-03,Ripening,3.0,0.11,0.82
III,Bulacan,San Miguel,2020-09-04,Ripening,6.0,0.0,0.0
III,Bulacan,San Miguel,2020-09-05,Ripening,12.0,0.01,1.28
III,Bulacan,San Miguel,2020-09-06,Ripening,6.0,0.07,0.72
III,Bulacan,San Miguel,2020-09-07,Ripening,5.0,0.18,0.82
III,Bulacan,San Miguel,2020-09-08,Ripening,1.0,0.14,1.8
III,Bulacan,San Miguel,2020-09-09,Ripening,3.0,0.01,0.43
III,Bulacan,San Miguel,2020-09-10,Ripening,1.0,0.13,2.17
III,Bulacan,San Miguel,2020-09-11,Ripening,0.0,0.0,1.28
III,Bulacan,San Miguel,2020-09-12,Ripening,0.0,0.16,0.33
III,Bulacan,San Miguel,2020-09-13,Ripening,3.0,0.07,0.0
III,Bulacan,San Miguel,2020-09-14,Ripening,2.0,0.07,0.46
III,Bulacan,San Miguel,2020-09-15,Ripening,2.0,0.04,0.4
III,Bulacan,San Miguel,2020-09-16,Ripening,1.0,0.08,0.11
III,Bulacan,San Miguel,2020-09-17,Ripening,0.0,0.04,0.3
III,Bulacan,San Miguel,2020-09-18,Ripening,0.0,0.15,0.0
III,Bulacan,San Miguel,2020-09-19,Ripening,0.0,0.0,0.32
III,Bulacan,San Miguel,2020-09-20,Ripening,1.0,0.0,1.04
III,Bulacan,San Miguel,2020-09-21,Ripening,1.0,0.19,0.96
III,Bulacan,San Miguel,2020-09-22,Ripening,3.0,0.05,1.57
III,Bulacan,San Miguel,2020-09-23,Ripening,0.0,0.16,0.0
III,Bulacan,San Miguel,2020-09-24,Ripening,0.0,0.0,0.08
III,Bulacan,San Miguel,2020-09-25,Ripening,0.0,,0.17
III,Bulacan,San Miguel,2020-09-26,Ripening,0.0,,0.17
III,Bulacan,San Miguel,2020-09-27,Ripening,0.0,,0.08
III,Bulacan,San Miguel,2020-09-28,Ripening,0.0,0.07,0.06
III,Bulacan,San Miguel,2020-09-29,Ripening,0.0,0.09,0.0
III,Bulacan,San Miguel,2020-09-30,Ripening,0.0,0.0,0.04
III,Bulacan,San Miguel,2020-10-01,Ripening,0.0,0.04,0.06
III,Bulacan,San Miguel,2020-10-02,Ripening,0.0,0.0,0.18
III,Bulacan,San Miguel,2020-10-03,Ripening,0.0,0.05,
III,Bulacan,San Miguel,2020-10-04,Ripening,0.0,0.04,
III,Bulacan,San Miguel,2020-10-05,Ripening,0.0,0.1,0.0
III,Bulacan,San Miguel,2020-10-06,Ripening,0.0,0.05,0.09
III,Bulacan,San Miguel,2020-10-07,Ripening,0.0,0.09,0.19
III,Bulacan,San Miguel,2020-10-08,Ripening,0.0,0.12,0.21
III,Bulacan,San Miguel,2020-10-09,Ripening,0.0,0.24,0.17
III,Bulacan,San Miguel,2020-10-10,Ripening,0.0,0.19,0.07
III,Bulacan,San Miguel,2020-10-11,Ripening,0.0,0.0,0.06
III,Bulacan,San Miguel,2020-10-12,Ripening,0.0,0.2,
III,Bulacan,San Miguel,2020-10-13,Ripening,0.0,0.13,
III,Bulacan,San Miguel,2020-10-14,Ripening,0.0,0.01,
III,Bulacan,San Miguel,2020-10-15,Ripening,0.0,0.07,
III,Bulacan,San Miguel,2020-10-16,Ripening,0.0,0.04,0.05
III,Bulacan,San Miguel,2020-10-17,Ripening,0.0,0.0,0.05
III,Bulacan,San Miguel,2020-10-18,Ripening,0.0,0.24,0.13
III,Bulacan,San Miguel,2020-10-19,Ripening,0.0,0.17,0.16
III,Bulacan,San Miguel,2020-10-20,RIPENING,0.0,0.32,0.0
III,Bulacan,San Miguel,2020-10-21,Ripening,0.0,0.18,0.08
III,Bulacan,San Miguel,2020-10-22,Ripening,1.0,0.06,0.12
III,Bulacan,San Miguel,2020-10-23,Ripening,0.0,0.14,0.15
III,Bulacan,San Miguel,2020-10-24,Ripening,0.0,0.2,0.0
III,Bulacan,San Miguel,2020-10-25,Ripening,0.0,0.14,0.12
III,Bulacan,San Miguel,2020-10-26,Ripening,1.0,0.22,0.12
III,Bulacan,San Miguel,2020-10-27,Ripening,0.0,0.06,0.01
III,Bulacan,San Miguel,2020-10-28,Seedling,0.0,0.14,0.02
III,Bulacan,San Miguel,2020-10-29,Seedling,1.0,0.02,0.15
III,Bulacan,San Miguel,2020-10-30,Seedling,0.0,0.09,0.09
III,Bulacan,San Miguel,2020-10-31,Seedling,0.0,0.1,0.07
III,Bulacan,San Miguel,2020-11-01,Seedling,0.0,0.17,0.09
III,Bulacan,San Miguel,2020-11-02,Seedling,0.0,0.0,0.16
III,Bulacan,San Miguel,2020-11-03,Seedling,0.0,0.2,0.15
III,Bulacan,San Miguel,2020-11-04,Seedling,0.0,0.03,0.0
III,Bulacan,San Miguel,2020-11-05,Seedling,0.0,0.15,0.07
III,Bulacan,San Miguel,2020-11-06,Seedling,0.0,0.2,0.0
III,Bulacan,San Miguel,2020-11-07,Seedling,0.0,0.0,0.0
III,Bulacan,San Miguel,2020-11-08,Seedling,0.0,,0.12
III,Bulacan,San Miguel,2020-11-09,Seedling,0.0,,0.12
III,Bulacan,San Miguel,2020-11-10,Seedling,0.0,,0.0
III,Bulacan,San Miguel,2020-11-11,Seedling,1.0,0.24,0.11
III,Bulacan,San Miguel,2020-11-12,Seedling,0.0,0.22,0.0
III,Bulacan,San Miguel,2020-11-13,Seedling,0.0,0.0,0.03
III,Bulacan,San Miguel,2020-11-14,Seedling,0.0,0.09,0.11
III,Bulacan,San Miguel,2020-11-15,Seedling,0.0,0.05,0.03
III,Bulacan,San Miguel,2020-11-16,Seedling,0.0,0.02,0.12
III,Bulacan,San Miguel,2020-11-17,Seedling,0.0,0.21,0.01
III,Bulacan,San Miguel,2020-11-18,Seedling,0.0,0.08,0.0
III,Bulacan,San Miguel,2020-11-19,Seedling,0.0,0.0,0.01
III,Bulacan,San Miguel,2020-11-20,Seedling,0.0,0.11,0.0
III,Bulacan,San Miguel,2020-11-21,Seedling,0.0,0.01,0.01
III,Bulacan,San Miguel,2020-11-22,Seedling,0.0,0.06,0.0
III,Bulacan,San Miguel,2020-11-23,Seedling,0.0,0.14,0.17
III,Bulacan,San Miguel,2020-11-24,Seedling,0.0,0.16,0.05
III,Bulacan,San Miguel,2020-11-25,Seedling,0.0,0.12,0.01
III,Bulacan,San Miguel,2020-11-26,Seedling,0.0,0.13,0.18
III,Bulacan,San Miguel,2020-11-27,Seedling,0.0,0.0,0.2
III,Bulacan,San Miguel,2020-11-28,Seedling,0.0,0.0,0.05
